Time,Ask,Bid,AskVolume,BidVolume
01.05.2012 01:06:16.968,80.843,80.827,1.58,3.83
01.05.2012 01:06:17.160,80.847,80.829,2.33,3.08
01.05.2012 01:06:17.346,80.849,80.833,2.33,1.58
01.05.2012 01:06:17.656,80.851,80.835,1.50,1.58
01.05.2012 01:06:17.786,80.851,80.835,1.50,1.58
01.05.2012 01:06:18.594,80.853,80.835,2.33,2.33
01.05.2012 01:06:19.095,80.853,80.835,2.33,2.33
01.05.2012 01:06:19.165,80.853,80.837,2.33,1.50
01.05.2012 01:06:19.476,80.859,80.845,1.50,1.58
01.05.2012 01:06:19.818,80.863,80.845,1.50,1.58
01.05.2012 01:06:19.887,80.861,80.842,2.33,2.33
01.05.2012 01:06:23.524,80.861,80.842,2.33,2.33
01.05.2012 01:06:23.595,80.861,80.845,2.33,1.50
01.05.2012 01:06:23.796,80.861,80.847,1.58,1.50
01.05.2012 01:06:23.985,80.868,80.852,3.08,1.58
01.05.2012 01:06:24.695,80.866,80.852,1.50,1.58
01.05.2012 01:06:25.024,80.866,80.848,3.08,1.58
01.05.2012 01:06:25.108,80.865,80.848,1.50,1.58
01.05.2012 01:06:26.523,80.863,80.845,2.33,1.58
01.05.2012 01:06:28.935,80.863,80.845,2.33,1.58
01.05.2012 01:06:29.304,80.858,80.842,2.33,2.33
01.05.2012 01:06:32.495,80.861,80.845,2.33,1.58
01.05.2012 01:06:33.794,80.859,80.845,1.50,1.58
01.05.2012 01:06:33.986,80.859,80.842,3.08,1.58
01.05.2012 01:06:34.515,80.859,80.842,2.33,1.58
01.05.2012 01:06:36.185,80.859,80.842,2.33,1.58
01.05.2012 01:06:37.513,80.859,80.842,2.33,1.58
01.05.2012 01:06:38.125,80.859,80.842,2.33,1.58
01.05.2012 01:06:41.786,80.856,80.840,2.33,1.58
01.05.2012 01:06:42.334,80.856,80.840,3.08,1.58
01.05.2012 01:06:42.464,80.853,80.835,2.33,2.33
01.05.2012 01:06:43.256,80.853,80.835,2.33,2.33
01.05.2012 01:06:43.804,80.853,80.835,1.58,2.33
01.05.2012 01:06:44.950,80.853,80.835,1.58,2.33
01.05.2012 01:06:46.056,80.858,80.842,3.08,1.58
01.05.2012 01:06:46.304,80.855,80.839,2.33,1.58
01.05.2012 01:06:46.565,80.853,80.835,2.33,2.33
01.05.2012 01:06:46.754,80.853,80.835,2.33,2.33
01.05.2012 01:06:47.276,80.853,80.835,2.33,2.33
01.05.2012 01:06:48.295,80.853,80.835,2.33,2.33
01.05.2012 01:06:48.845,80.853,80.835,3.08,2.33
01.05.2012 01:06:49.446,80.853,80.835,3.08,3.08
01.05.2012 01:06:49.754,80.849,80.833,1.58,3.08
01.05.2012 01:06:51.686,80.849,80.833,2.33,2.33
01.05.2012 01:06:53.194,80.849,80.833,2.33,1.58
01.05.2012 01:06:58.766,80.849,80.833,2.33,1.58
01.05.2012 01:06:59.868,80.847,80.830,2.33,2.33
01.05.2012 01:07:00.415,80.847,80.830,2.33,1.58
01.05.2012 01:07:00.944,80.847,80.830,3.08,1.58
01.05.2012 01:07:01.904,80.844,80.828,2.33,2.33
01.05.2012 01:07:03.218,80.844,80.828,2.33,1.58
01.05.2012 01:07:03.752,80.844,80.828,2.33,1.58
01.05.2012 01:07:05.057,80.841,80.825,2.33,2.33
01.05.2012 01:07:05.565,80.841,80.825,2.33,2.33
01.05.2012 01:07:05.935,80.841,80.825,2.33,2.33
01.05.2012 01:07:08.327,80.841,80.825,2.33,1.58
01.05.2012 01:07:08.399,80.844,80.828,3.08,1.58
01.05.2012 01:07:08.466,80.844,80.828,3.08,1.58
01.05.2012 01:07:09.053,80.844,80.828,2.33,1.58
01.05.2012 01:07:11.414,80.844,80.828,2.33,3.08
01.05.2012 01:07:14.541,80.844,80.828,1.58,3.83
01.05.2012 01:07:16.786,80.846,80.833,1.50,1.58
01.05.2012 01:07:17.098,80.852,80.835,1.35,1.58
01.05.2012 01:07:17.164,80.852,80.835,1.35,1.58
01.05.2012 01:07:19.418,80.853,80.835,1.58,2.33
01.05.2012 01:07:19.545,80.854,80.839,1.50,1.58
01.05.2012 01:07:20.045,80.853,80.835,2.33,1.50
01.05.2012 01:07:22.314,80.853,80.835,1.58,1.50
01.05.2012 01:07:22.892,80.853,80.836,1.58,1.50
01.05.2012 01:07:23.137,80.855,80.838,2.33,1.58
01.05.2012 01:07:23.386,80.853,80.835,2.33,2.33
01.05.2012 01:07:23.901,80.853,80.835,1.58,2.33
01.05.2012 01:07:26.086,80.853,80.835,1.58,2.33
01.05.2012 01:07:26.398,80.859,80.841,3.08,1.58
01.05.2012 01:07:26.464,80.859,80.841,2.33,1.58
01.05.2012 01:07:26.596,80.856,80.839,1.58,2.25
01.05.2012 01:07:27.384,80.856,80.839,1.58,1.50
01.05.2012 01:07:27.998,80.856,80.839,1.58,1.50
01.05.2012 01:07:35.536,80.856,80.838,2.33,3.83
01.05.2012 01:07:36.096,80.853,80.838,1.58,1.50
01.05.2012 01:07:38.296,80.855,80.838,1.58,3.08
01.05.2012 01:07:38.796,80.852,80.838,1.58,1.50
01.05.2012 01:07:40.297,80.852,80.837,1.58,1.35
01.05.2012 01:07:40.610,80.852,80.836,1.58,3.08
01.05.2012 01:07:40.978,80.847,80.832,1.58,1.35
01.05.2012 01:07:41.864,80.849,80.832,1.58,2.33
01.05.2012 01:07:42.925,80.849,80.832,1.58,1.58
01.05.2012 01:07:43.306,80.849,80.832,1.58,2.33
01.05.2012 01:07:45.025,80.849,80.832,1.58,2.33
01.05.2012 01:07:50.076,80.846,80.829,1.58,3.08
01.05.2012 01:07:50.396,80.845,80.829,1.50,2.33
01.05.2012 01:07:50.525,80.843,80.825,1.50,2.33
01.05.2012 01:07:50.656,80.836,80.822,1.58,1.50
01.05.2012 01:07:51.206,80.837,80.822,1.58,1.50
01.05.2012 01:07:54.297,80.837,80.823,1.58,1.50
01.05.2012 01:07:54.364,80.842,80.824,1.58,2.33
01.05.2012 01:07:54.495,80.842,80.824,2.33,2.33
01.05.2012 01:07:55.092,80.839,80.822,1.58,3.08
01.05.2012 01:07:55.613,80.839,80.822,1.58,3.08
01.05.2012 01:07:56.125,80.839,80.823,1.58,1.50
01.05.2012 01:07:56.714,80.841,80.825,1.58,1.58
01.05.2012 01:07:57.326,80.838,80.823,1.58,1.50
01.05.2012 01:07:57.934,80.838,80.822,2.33,3.08
01.05.2012 01:07:59.295,80.838,80.822,2.33,2.33
01.05.2012 01:07:59.747,80.834,80.818,1.58,3.08
01.05.2012 01:08:00.337,80.834,80.818,1.58,2.33
01.05.2012 01:08:00.408,80.832,80.816,1.58,1.50
01.05.2012 01:08:00.475,80.836,80.818,3.08,1.58
01.05.2012 01:08:00.878,80.833,80.815,3.08,3.83
01.05.2012 01:08:01.317,80.832,80.815,1.50,3.08
01.05.2012 01:08:01.627,80.829,80.813,1.58,3.08
01.05.2012 01:08:02.805,80.826,80.811,1.58,2.25
01.05.2012 01:08:03.957,80.829,80.813,1.58,2.33
01.05.2012 01:08:04.146,80.834,80.816,2.33,2.33
01.05.2012 01:08:05.082,80.834,80.816,1.58,1.58
01.05.2012 01:08:05.617,80.834,80.816,1.58,2.33
01.05.2012 01:08:06.200,80.834,80.816,1.58,2.33
01.05.2012 01:08:15.036,80.834,80.816,1.58,3.08
01.05.2012 01:08:15.414,80.837,80.819,1.58,1.58
01.05.2012 01:08:20.037,80.837,80.819,2.33,1.58
01.05.2012 01:08:21.515,80.833,80.817,1.58,2.33
01.05.2012 01:08:23.136,80.833,80.817,1.58,1.58
01.05.2012 01:08:45.944,80.833,80.817,1.58,2.33
01.05.2012 01:08:52.646,80.833,80.817,1.58,2.33
01.05.2012 01:08:52.719,80.836,80.819,1.58,2.33
01.05.2012 01:08:52.965,80.830,80.819,1.58,1.50
01.05.2012 01:08:53.216,80.833,80.817,1.58,1.50
01.05.2012 01:08:53.856,80.833,80.816,1.58,2.33
01.05.2012 01:08:53.925,80.830,80.814,1.58,1.50
01.05.2012 01:08:54.435,80.832,80.816,1.58,2.33
01.05.2012 01:09:07.693,80.832,80.816,1.58,3.08
01.05.2012 01:09:09.655,80.832,80.816,1.58,3.08
01.05.2012 01:09:09.795,80.832,80.816,1.58,3.08
01.05.2012 01:09:14.604,80.832,80.817,1.58,1.50
01.05.2012 01:09:15.260,80.832,80.817,1.58,1.50
01.05.2012 01:09:16.654,80.832,80.817,1.58,1.50
01.05.2012 01:09:17.535,80.832,80.816,1.58,3.08
01.05.2012 01:09:26.062,80.832,80.817,1.58,1.50
01.05.2012 01:09:27.826,80.836,80.818,1.58,2.33
01.05.2012 01:09:32.724,80.836,80.818,2.33,2.33
01.05.2012 01:09:32.944,80.833,80.816,1.58,1.50
01.05.2012 01:09:36.567,80.833,80.817,1.58,1.50
01.05.2012 01:09:39.333,80.833,80.816,1.58,1.50
01.05.2012 01:09:45.122,80.833,80.815,3.08,3.08
01.05.2012 01:09:48.662,80.833,80.815,2.33,3.08
01.05.2012 01:10:08.444,80.833,80.815,1.58,4.43
01.05.2012 01:10:08.934,80.833,80.815,1.58,3.08
01.05.2012 01:10:10.374,80.833,80.816,1.58,1.50
01.05.2012 01:10:10.443,80.833,80.815,1.58,3.08
01.05.2012 01:10:11.273,80.833,80.816,1.58,2.85
01.05.2012 01:10:11.969,80.833,80.817,1.58,2.25
01.05.2012 01:10:12.544,80.833,80.816,1.58,2.10
01.05.2012 01:10:13.565,80.833,80.816,1.58,1.50
01.05.2012 01:10:13.704,80.833,80.815,1.58,3.08
01.05.2012 01:10:17.678,80.833,80.815,2.33,2.33
01.05.2012 01:10:18.244,80.833,80.815,2.33,2.33
01.05.2012 01:10:22.224,80.833,80.817,1.58,1.35
01.05.2012 01:10:22.817,80.833,80.816,2.33,1.50
01.05.2012 01:10:24.474,80.833,80.815,3.83,2.33
01.05.2012 01:10:24.785,80.830,80.813,1.58,1.50
01.05.2012 01:10:35.667,80.830,80.812,1.58,2.33
01.05.2012 01:10:36.445,80.830,80.812,3.08,2.33
01.05.2012 01:10:37.625,80.826,80.810,1.58,2.25
01.05.2012 01:10:38.057,80.830,80.814,2.33,1.58
01.05.2012 01:10:38.125,80.830,80.814,2.33,1.58
01.05.2012 01:10:38.256,80.830,80.814,3.08,1.58
01.05.2012 01:10:38.388,80.826,80.809,2.33,2.25
01.05.2012 01:10:41.606,80.826,80.809,2.33,1.50
01.05.2012 01:10:42.357,80.822,80.809,1.58,1.50
01.05.2012 01:10:42.486,80.822,80.807,1.58,1.50
01.05.2012 01:10:44.194,80.822,80.807,1.58,1.50
01.05.2012 01:10:56.376,80.822,80.806,1.58,1.50
01.05.2012 01:10:57.264,80.822,80.805,1.58,2.10
01.05.2012 01:11:03.466,80.822,80.805,1.58,1.35
01.05.2012 01:11:03.900,80.819,80.804,1.58,1.50
01.05.2012 01:11:04.265,80.819,80.802,2.33,1.35
01.05.2012 01:11:12.735,80.816,80.801,1.58,1.50
01.05.2012 01:11:13.245,80.816,80.800,1.58,2.25
01.05.2012 01:11:26.513,80.816,80.801,1.58,2.25
01.05.2012 01:11:26.644,80.819,80.801,2.33,2.25
01.05.2012 01:11:26.774,80.819,80.803,2.33,1.50
01.05.2012 01:11:27.326,80.819,80.802,1.58,1.50
01.05.2012 01:11:32.486,80.821,80.805,1.50,2.33
01.05.2012 01:11:33.057,80.822,80.805,1.50,1.58
01.05.2012 01:11:33.246,80.820,80.802,1.58,3.08
01.05.2012 01:11:33.865,80.820,80.803,1.58,1.50
01.05.2012 01:11:34.185,80.820,80.803,1.58,1.50
01.05.2012 01:11:36.583,80.820,80.803,1.58,1.50
01.05.2012 01:11:36.654,80.820,80.803,1.58,1.50
01.05.2012 01:11:38.614,80.820,80.803,1.58,1.50
01.05.2012 01:11:39.078,80.816,80.802,1.58,1.50
01.05.2012 01:11:39.742,80.816,80.801,1.58,1.50
01.05.2012 01:11:41.196,80.816,80.801,1.58,1.50
01.05.2012 01:11:45.275,80.816,80.801,1.58,1.50
01.05.2012 01:11:45.465,80.816,80.801,1.58,1.50
01.05.2012 01:11:51.766,80.816,80.802,1.58,1.50
01.05.2012 01:11:52.472,80.816,80.802,1.58,1.50
01.05.2012 01:12:02.645,80.814,80.802,1.58,1.50
01.05.2012 01:12:02.718,80.816,80.800,1.58,2.33
01.05.2012 01:12:02.844,80.816,80.800,1.58,2.33
01.05.2012 01:12:11.236,80.816,80.800,1.58,2.33
01.05.2012 01:12:11.792,80.816,80.800,1.58,2.33
01.05.2012 01:12:26.904,80.816,80.800,1.58,3.08
01.05.2012 01:12:33.464,80.816,80.801,1.58,1.50
01.05.2012 01:12:33.537,80.819,80.803,2.33,1.58
01.05.2012 01:12:54.235,80.819,80.803,1.58,2.33
01.05.2012 01:12:54.922,80.819,80.803,1.58,1.58
01.05.2012 01:12:56.654,80.816,80.800,1.58,3.08
01.05.2012 01:12:56.927,80.816,80.800,1.58,3.08
01.05.2012 01:12:58.254,80.816,80.800,1.58,1.58
01.05.2012 01:13:04.504,80.816,80.800,1.58,2.33
01.05.2012 01:13:04.658,80.816,80.800,1.58,1.58
01.05.2012 01:13:08.523,80.816,80.800,1.58,3.08
01.05.2012 01:13:08.719,80.813,80.799,1.58,1.50
01.05.2012 01:13:08.785,80.813,80.797,1.58,3.83
01.05.2012 01:13:11.915,80.814,80.796,3.08,2.33
01.05.2012 01:13:12.425,80.814,80.797,2.33,1.50
01.05.2012 01:13:13.116,80.814,80.797,1.58,1.50
01.05.2012 01:13:13.675,80.818,80.800,3.08,1.58
01.05.2012 01:13:14.184,80.818,80.800,1.58,3.08
01.05.2012 01:13:16.006,80.818,80.800,1.58,3.08
01.05.2012 01:13:16.075,80.818,80.800,1.58,3.08
01.05.2012 01:13:16.206,80.818,80.801,1.58,1.50
01.05.2012 01:13:16.277,80.825,80.807,3.08,1.58
01.05.2012 01:13:16.346,80.821,80.805,1.58,1.58
01.05.2012 01:13:21.744,80.825,80.807,2.33,2.33
01.05.2012 01:13:21.938,80.825,80.808,2.33,1.50
01.05.2012 01:13:22.066,80.825,80.807,2.33,3.08
01.05.2012 01:13:22.789,80.825,80.809,1.58,1.50
01.05.2012 01:13:23.094,80.827,80.811,1.58,2.33
01.05.2012 01:13:27.386,80.827,80.813,1.58,1.50
01.05.2012 01:13:27.518,80.831,80.814,2.33,3.00
01.05.2012 01:13:27.585,80.833,80.817,3.08,1.58
01.05.2012 01:13:27.726,80.833,80.817,3.08,1.58
01.05.2012 01:13:28.878,80.830,80.814,1.58,1.58
01.05.2012 01:13:35.035,80.830,80.814,2.33,3.08
01.05.2012 01:13:44.534,80.830,80.814,1.58,2.33
01.05.2012 01:13:44.975,80.827,80.812,1.58,2.85
01.05.2012 01:13:45.267,80.827,80.811,1.58,1.58
01.05.2012 01:14:23.796,80.826,80.810,1.58,2.10
01.05.2012 01:14:23.984,80.828,80.810,1.58,3.68
01.05.2012 01:14:26.524,80.828,80.810,1.58,3.83
01.05.2012 01:14:55.744,80.828,80.810,2.33,3.83
01.05.2012 01:15:00.515,80.828,80.811,1.58,1.50
01.05.2012 01:15:09.305,80.828,80.811,1.58,1.50
01.05.2012 01:15:09.855,80.828,80.811,1.58,1.50
01.05.2012 01:15:13.475,80.824,80.811,1.58,1.50
01.05.2012 01:15:24.077,80.828,80.811,1.58,1.50
01.05.2012 01:15:24.321,80.828,80.811,1.58,1.50
01.05.2012 01:15:26.083,80.825,80.811,1.58,1.50
01.05.2012 01:15:26.534,80.825,80.811,1.58,1.50
01.05.2012 01:15:44.554,80.828,80.810,1.58,1.50
01.05.2012 01:15:45.053,80.828,80.810,1.58,4.50
01.05.2012 01:15:45.376,80.830,80.812,2.33,2.33
01.05.2012 01:15:45.444,80.828,80.810,1.58,4.50
01.05.2012 01:15:53.185,80.828,80.810,1.58,2.25
01.05.2012 01:16:03.038,80.828,80.809,1.58,3.83
01.05.2012 01:16:03.224,80.828,80.809,2.33,3.83
01.05.2012 01:16:03.536,80.821,80.809,1.58,1.50
01.05.2012 01:16:03.725,80.824,80.808,1.58,3.08
01.05.2012 01:16:03.854,80.824,80.808,1.58,3.08
01.05.2012 01:16:06.554,80.824,80.808,1.58,2.33
01.05.2012 01:16:06.803,80.824,80.809,1.58,1.50
01.05.2012 01:16:07.322,80.824,80.809,1.58,1.50
01.05.2012 01:16:16.764,80.827,80.811,2.33,2.33
01.05.2012 01:16:16.915,80.827,80.811,2.33,2.33
01.05.2012 01:16:36.935,80.827,80.811,2.33,2.33
01.05.2012 01:16:37.246,80.823,80.806,1.58,1.50
01.05.2012 01:16:37.891,80.823,80.806,1.58,1.50
01.05.2012 01:16:42.104,80.825,80.808,2.33,2.33
01.05.2012 01:16:42.234,80.825,80.808,2.33,2.33
01.05.2012 01:16:44.837,80.825,80.808,2.33,2.33
01.05.2012 01:16:45.376,80.822,80.806,2.33,3.08
01.05.2012 01:16:46.314,80.822,80.806,2.33,3.08
01.05.2012 01:16:49.474,80.822,80.806,2.33,3.08
01.05.2012 01:16:50.667,80.822,80.806,2.33,3.08
01.05.2012 01:16:50.881,80.822,80.806,2.33,3.08
01.05.2012 01:16:59.564,80.825,80.808,2.33,2.33
01.05.2012 01:17:00.516,80.822,80.806,1.58,3.08
01.05.2012 01:17:06.386,80.822,80.806,1.58,3.08
01.05.2012 01:17:06.614,80.822,80.806,1.58,3.08
01.05.2012 01:17:09.355,80.822,80.806,1.58,3.08
01.05.2012 01:17:16.654,80.822,80.806,1.58,3.08
01.05.2012 01:17:22.866,80.825,80.809,1.58,1.58
01.05.2012 01:17:23.382,80.825,80.809,1.58,2.33
01.05.2012 01:17:24.260,80.825,80.809,1.58,2.33
01.05.2012 01:17:32.016,80.825,80.809,1.58,2.33
01.05.2012 01:17:32.084,80.825,80.809,1.58,2.33
01.05.2012 01:17:33.618,80.825,80.809,1.58,3.68
01.05.2012 01:18:22.147,80.829,80.811,2.33,2.33
01.05.2012 01:18:27.186,80.829,80.811,3.08,2.33
01.05.2012 01:18:33.573,80.828,80.811,1.50,1.58
01.05.2012 01:18:50.536,80.825,80.809,2.33,3.08
01.05.2012 01:18:51.042,80.825,80.809,2.33,3.08
01.05.2012 01:19:01.724,80.828,80.811,2.33,1.58
01.05.2012 01:19:02.234,80.828,80.811,2.33,1.58
01.05.2012 01:19:02.814,80.828,80.811,2.33,2.33
01.05.2012 01:19:11.496,80.826,80.808,2.33,2.33
01.05.2012 01:19:12.150,80.826,80.808,2.33,2.33
01.05.2012 01:19:13.869,80.826,80.808,3.08,2.33
01.05.2012 01:19:13.941,80.826,80.808,3.08,3.08
01.05.2012 01:19:14.510,80.826,80.809,2.33,1.50
01.05.2012 01:19:19.087,80.826,80.810,2.33,1.50
01.05.2012 01:19:28.938,80.826,80.809,2.33,1.50
01.05.2012 01:19:29.608,80.826,80.809,2.33,1.50
01.05.2012 01:19:46.448,80.828,80.812,2.33,2.33
01.05.2012 01:19:46.517,80.828,80.812,2.33,2.33
01.05.2012 01:19:46.588,80.833,80.815,3.08,2.33
01.05.2012 01:19:46.838,80.833,80.815,3.08,2.33
01.05.2012 01:19:51.415,80.833,80.815,3.08,1.58
01.05.2012 01:19:54.365,80.833,80.815,3.08,1.58
01.05.2012 01:19:55.370,80.833,80.815,3.08,1.58
01.05.2012 01:20:03.808,80.833,80.815,2.33,2.33
01.05.2012 01:20:04.119,80.833,80.815,2.33,3.08
01.05.2012 01:20:04.186,80.834,80.820,1.50,1.58
01.05.2012 01:20:05.629,80.836,80.820,2.33,1.58
01.05.2012 01:20:05.937,80.836,80.820,2.33,1.58
01.05.2012 01:20:06.566,80.836,80.820,2.33,1.58
01.05.2012 01:20:09.927,80.833,80.817,3.08,2.33
01.05.2012 01:20:22.147,80.833,80.817,2.33,1.58
01.05.2012 01:20:22.768,80.833,80.817,2.33,2.33
01.05.2012 01:20:23.472,80.834,80.819,1.50,1.58
01.05.2012 01:20:23.657,80.833,80.817,1.58,2.33
01.05.2012 01:20:24.129,80.833,80.817,2.33,2.33
01.05.2012 01:20:24.439,80.833,80.817,2.33,1.58
01.05.2012 01:20:35.832,80.833,80.817,1.58,2.33
01.05.2012 01:20:35.899,80.836,80.820,3.08,1.58
01.05.2012 01:20:35.969,80.836,80.820,1.58,2.33
01.05.2012 01:20:36.159,80.836,80.821,1.58,1.50
01.05.2012 01:20:36.229,80.841,80.825,1.28,1.58
01.05.2012 01:20:36.480,80.841,80.823,2.33,3.83
01.05.2012 01:20:36.549,80.841,80.823,3.08,2.33
01.05.2012 01:20:36.679,80.839,80.820,2.33,3.08
01.05.2012 01:20:36.989,80.840,80.824,3.98,1.58
01.05.2012 01:20:37.578,80.838,80.821,1.58,2.33
01.05.2012 01:20:38.729,80.844,80.825,3.98,1.58
01.05.2012 01:20:38.858,80.844,80.825,3.08,1.58
01.05.2012 01:20:38.990,80.840,80.823,2.33,1.50
01.05.2012 01:20:39.299,80.837,80.819,2.33,2.33
01.05.2012 01:20:39.610,80.837,80.819,2.33,1.58
01.05.2012 01:20:40.119,80.835,80.816,3.08,3.08
01.05.2012 01:20:40.489,80.835,80.822,1.50,1.58
01.05.2012 01:20:41.119,80.836,80.818,2.33,1.58
01.05.2012 01:20:41.189,80.837,80.827,1.50,1.58
01.05.2012 01:20:41.261,80.837,80.827,1.50,2.33
01.05.2012 01:20:41.449,80.842,80.824,2.33,3.08
01.05.2012 01:20:41.520,80.842,80.824,2.33,2.33
01.05.2012 01:20:41.709,80.842,80.824,3.08,2.33
01.05.2012 01:20:41.781,80.842,80.824,3.08,3.83
01.05.2012 01:20:42.029,80.845,80.827,2.33,1.58
01.05.2012 01:20:42.588,80.845,80.827,3.08,1.58
01.05.2012 01:20:43.021,80.847,80.830,1.50,1.58
01.05.2012 01:20:43.208,80.844,80.828,1.58,1.58
01.05.2012 01:20:58.465,80.842,80.824,1.58,3.08
01.05.2012 01:21:08.177,80.842,80.824,1.58,2.33
01.05.2012 01:21:09.339,80.839,80.821,1.58,3.08
01.05.2012 01:21:19.217,80.839,80.821,1.58,3.08
01.05.2012 01:21:19.437,80.841,80.825,1.58,2.33
01.05.2012 01:21:25.058,80.839,80.821,1.58,3.08
01.05.2012 01:21:25.128,80.839,80.821,1.58,3.08
01.05.2012 01:21:25.378,80.839,80.821,1.58,3.08
01.05.2012 01:21:38.269,80.839,80.821,2.33,2.33
01.05.2012 01:21:49.221,80.839,80.822,1.58,1.50
01.05.2012 01:21:49.528,80.844,80.827,1.50,1.58
01.05.2012 01:21:49.838,80.838,80.822,1.58,2.33
01.05.2012 01:21:50.420,80.838,80.822,1.58,1.58
01.05.2012 01:21:50.821,80.841,80.824,1.50,1.58
01.05.2012 01:21:51.009,80.839,80.821,2.33,1.58
01.05.2012 01:21:51.081,80.839,80.821,2.33,1.58
01.05.2012 01:21:51.270,80.839,80.821,2.33,2.33
01.05.2012 01:21:54.257,80.845,80.829,2.25,1.58
01.05.2012 01:21:54.570,80.841,80.823,1.58,2.33
01.05.2012 01:21:54.761,80.841,80.823,1.58,3.08
01.05.2012 01:21:54.829,80.841,80.823,1.58,2.33
01.05.2012 01:21:54.898,80.841,80.823,2.33,2.33
01.05.2012 01:22:06.771,80.841,80.823,1.58,2.33
01.05.2012 01:22:07.970,80.841,80.823,1.58,2.33
01.05.2012 01:22:09.554,80.841,80.823,1.58,1.58
01.05.2012 01:22:09.888,80.838,80.822,1.58,1.50
01.05.2012 01:22:14.927,80.835,80.821,1.58,1.50
01.05.2012 01:22:15.781,80.835,80.821,1.58,1.50
01.05.2012 01:22:52.268,80.835,80.819,1.58,1.50
01.05.2012 01:22:52.470,80.836,80.817,1.58,1.50
01.05.2012 01:22:53.239,80.836,80.817,2.33,1.50
01.05.2012 01:22:53.591,80.836,80.817,2.33,1.50
01.05.2012 01:22:53.660,80.836,80.817,2.33,1.50
01.05.2012 01:22:53.729,80.836,80.818,1.58,1.50
01.05.2012 01:22:54.218,80.832,80.816,1.58,3.08
01.05.2012 01:22:54.338,80.832,80.816,1.58,3.08
01.05.2012 01:22:55.008,80.832,80.816,1.58,2.33
01.05.2012 01:22:55.201,80.835,80.819,2.33,2.33
01.05.2012 01:22:55.831,80.835,80.819,1.58,3.08
01.05.2012 01:23:09.691,80.838,80.822,1.58,1.58
01.05.2012 01:23:10.936,80.838,80.822,1.58,3.08
01.05.2012 01:23:19.946,80.838,80.822,1.58,3.08
01.05.2012 01:23:20.838,80.842,80.824,2.33,2.33
01.05.2012 01:23:22.199,80.842,80.826,2.33,1.35
01.05.2012 01:23:22.388,80.846,80.830,1.50,1.58
01.05.2012 01:23:22.696,80.844,80.828,1.58,1.58
01.05.2012 01:23:22.833,80.842,80.825,1.58,2.33
01.05.2012 01:23:27.107,80.842,80.825,1.58,3.08
01.05.2012 01:23:27.696,80.842,80.826,1.58,2.25
01.05.2012 01:23:27.908,80.846,80.827,2.33,3.08
01.05.2012 01:23:36.657,80.847,80.831,1.58,1.58
01.05.2012 01:24:15.636,80.847,80.831,1.58,2.33
01.05.2012 01:24:15.707,80.850,80.834,2.33,1.58
01.05.2012 01:24:16.017,80.853,80.837,3.08,1.58
01.05.2012 01:24:16.460,80.853,80.837,2.33,1.58
01.05.2012 01:24:16.707,80.850,80.834,2.33,1.58
01.05.2012 01:24:22.088,80.847,80.831,1.58,1.58
01.05.2012 01:24:22.399,80.843,80.827,1.58,2.33
01.05.2012 01:24:26.379,80.843,80.827,2.33,1.58
01.05.2012 01:24:28.018,80.843,80.827,3.08,1.58
01.05.2012 01:24:28.149,80.841,80.823,2.33,2.33
01.05.2012 01:24:28.721,80.841,80.823,2.33,2.33
01.05.2012 01:24:30.550,80.843,80.827,3.08,1.58
01.05.2012 01:24:30.737,80.843,80.827,3.08,1.58
01.05.2012 01:24:31.481,80.843,80.827,2.33,1.58
01.05.2012 01:24:32.927,80.843,80.827,1.58,2.33
01.05.2012 01:24:34.218,80.843,80.827,1.58,1.58
01.05.2012 01:24:41.358,80.843,80.827,2.33,1.58
01.05.2012 01:24:45.387,80.840,80.824,1.58,2.33
01.05.2012 01:24:54.327,80.844,80.826,2.33,1.58
01.05.2012 01:24:54.887,80.844,80.826,2.33,1.58
01.05.2012 01:25:01.138,80.844,80.826,3.08,1.58
01.05.2012 01:25:02.258,80.843,80.826,1.50,1.58
01.05.2012 01:25:06.558,80.844,80.826,3.08,1.58
01.05.2012 01:25:08.596,80.844,80.826,2.33,1.58
01.05.2012 01:25:10.568,80.844,80.826,3.83,1.58
01.05.2012 01:25:11.409,80.842,80.829,1.50,1.58
01.05.2012 01:25:11.873,80.847,80.829,2.33,2.33
01.05.2012 01:25:11.943,80.852,80.834,2.33,1.58
01.05.2012 01:25:12.251,80.852,80.837,1.50,1.58
01.05.2012 01:25:12.506,80.851,80.835,1.58,1.58
01.05.2012 01:25:21.850,80.854,80.837,1.50,1.58
01.05.2012 01:25:22.738,80.855,80.837,2.33,1.58
01.05.2012 01:25:26.457,80.856,80.840,1.50,1.58
01.05.2012 01:25:27.055,80.856,80.840,1.50,1.58
01.05.2012 01:25:27.647,80.857,80.840,2.33,1.58
01.05.2012 01:25:28.177,80.857,80.840,2.33,1.58
01.05.2012 01:25:30.569,80.857,80.840,2.33,1.58
01.05.2012 01:25:30.937,80.854,80.838,1.58,1.58
01.05.2012 01:25:36.319,80.855,80.841,1.50,1.58
01.05.2012 01:25:36.509,80.853,80.837,3.08,1.58
01.05.2012 01:25:41.177,80.853,80.837,2.33,1.58
01.05.2012 01:25:41.248,80.854,80.840,1.50,1.58
01.05.2012 01:25:41.581,80.859,80.843,2.25,1.58
01.05.2012 01:25:45.377,80.858,80.840,2.33,1.58
01.05.2012 01:25:48.058,80.857,80.840,1.50,1.58
01.05.2012 01:25:48.311,80.854,80.837,1.50,2.33
